GeneID,Module_EM,kME_EM,is_hub_EM,Symbol,Description
54998,1,0.7235984932328885,True,AURKAIP1,aurora kinase A interacting protein 1
81669,1,0.9709755438657762,True,CCNL2,cyclin L2
148413,1,0.9263340760601808,True,MRPL20-AS1,MRPL20 antisense RNA 1
55052,1,0.8694581628344722,True,MRPL20,mitochondrial ribosomal protein L20
83858,1,0.8906919993301681,True,ATAD3B,ATPase family AAA domain containing 3B
55210,1,0.8554332172074772,True,ATAD3A,ATPase family AAA domain containing 3A
29101,1,0.8571704746898121,True,SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase"
643988,1,0.7391619837430886,True,FNDC10,fibronectin type III domain containing 10
142678,1,0.8149927280016692,True,MIB2,MIB E3 ubiquitin protein ligase 2
8510,1,0.6955194064407543,False,MMP23B,matrix metallopeptidase 23B
984,1,0.9362439053175238,True,CDK11B,cyclin dependent kinase 11B
728661,1,0.948602582604346,True,SLC35E2B,solute carrier family 35 member E2B
8511,1,0.599834119496632,False,MMP23A,matrix metallopeptidase 23A (pseudogene)
728642,1,0.9349578388123553,True,CDK11A,cyclin dependent kinase 11A
9906,1,0.9269308683309351,True,SLC35E2A,solute carrier family 35 member E2A
112268218,1,0.7445643779521803,True,LOC112268218,uncharacterized LOC112268218
65220,1,0.7233312107324916,True,NADK,NAD kinase
2782,1,0.904145367094945,True,GNB1,G protein subunit beta 1
5590,1,0.836119103512713,True,PRKCZ,protein kinase C zeta
100506504,1,0.8437347303538726,True,PRKCZ-AS1,PRKCZ antisense RNA 1
199990,1,0.7764624716803937,True,FAAP20,FA core complex associated protein 20
112268219,1,0.8209636042052616,True,LOC112268219,uncharacterized LOC112268219
6497,1,0.9042744237733691,True,SKI,SKI proto-oncogene
11079,1,0.9479810223886572,True,RER1,retention in endoplasmic reticulum sorting receptor 1
5192,1,0.9262175267752628,True,PEX10,peroxisomal biogenesis factor 10
9651,1,0.6966006297266358,False,PLCH2,phospholipase C eta 2
55229,1,0.9670121737556923,True,PANK4,pantothenate kinase 4 (inactive)
115110,1,0.9340712398609692,True,TNFRSF14-AS1,TNFRSF14 antisense RNA 1
8764,1,0.8485794012516392,True,TNFRSF14,TNF receptor superfamily member 14
100996583,1,0.842296995828914,True,LOC100996583,uncharacterized LOC100996583
127281,1,0.8340549122608207,True,PRXL2B,peroxiredoxin like 2B
79258,1,0.7555184694906295,True,MMEL1,membrane metalloendopeptidase like 1
1953,1,0.8357511318312413,True,MEGF6,multiple EGF like domains 6
127262,1,0.8907447709587965,True,TPRG1L,tumor protein p63 regulated 1 like
49856,1,0.9247612621030484,True,WRAP73,"WD repeat containing, antisense to TP73"
57212,1,0.9461921343413412,True,TP73-AS1,TP73 antisense RNA 1
388588,16,0.06592171153482848,False,SMIM1,small integral membrane protein 1 (Vel blood group)
57470,1,0.9808283584306811,True,LRRC47,leucine rich repeat containing 47
9731,1,0.9830933951857849,True,CEP104,centrosomal protein 104
1677,1,0.9690971087642928,True,DFFB,DNA fragmentation factor subunit beta
339448,1,0.9613572768640012,True,C1orf174,chromosome 1 open reading frame 174
107985376,16,0.26356506320709183,False,LOC107985376,
261734,1,0.9550864879108729,True,NPHP4,nephrocystin 4
8514,1,0.8512189239876303,True,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
6146,1,0.7923429480609975,True,RPL22,ribosomal protein L22
107985733,1,0.7520750443816727,True,LOC107985733,
23463,1,0.9540003310051351,True,ICMT,isoprenylcysteine carboxyl methyltransferase
11332,1,0.7161244226090048,True,ACOT7,acyl-CoA thioesterase 7
83715,18,-0.14939521617583454,False,ESPN,espin
8718,1,0.8193221401176289,True,TNFRSF25,TNF receptor superfamily member 25
57449,1,0.802564643742119,True,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5
79707,1,0.9466669454169898,True,NOL9,nucleolar protein 9
3104,1,0.9151273117846113,True,ZBTB48,zinc finger and BTB domain containing 48
9903,1,0.867329447528188,True,KLHL21,kelch like family member 21
148479,1,0.949594684714302,True,PHF13,PHD finger protein 13
90326,1,0.8874380981588992,True,THAP3,THAP domain containing 3
55735,1,0.9537410890082064,True,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11
9341,1,0.5281707377893764,False,VAMP3,vesicle associated membrane protein 3
3604,1,0.722626309733127,True,TNFRSF9,TNF receptor superfamily member 9
11315,1,0.8417785078644061,True,PARK7,Parkinsonism associated deglycase
473,1,0.6224252386501411,False,RERE,arginine-glutamic acid dipeptide repeats
102724552,1,0.5205281700504119,False,RERE-AS1,RERE antisense RNA 1
2023,1,0.8476070945001736,True,ENO1,enolase 1
112268261,1,0.7822312954155315,True,LOC112268261,uncharacterized LOC112268261
765,1,0.8270531992910708,True,CA6,carbonic anhydrase 6
80045,1,0.8863939528104267,True,GPR157,G protein-coupled receptor 157
9563,1,0.9343836441996397,True,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
80176,1,0.8904373608785168,True,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
5293,1,0.9252608313103194,True,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
644997,1,0.8323707603321996,True,PIK3CD-AS1,PIK3CD antisense RNA 1
22883,1,0.9305631593698709,True,CLSTN1,calsyntenin 1
56998,1,0.8725799932516228,True,CTNNBIP1,catenin beta interacting protein 1
105376717,1,0.6290325840690302,False,LOC105376717,uncharacterized LOC105376717
84328,1,0.9716216798924612,True,LZIC,leucine zipper and CTNNBIP1 domain containing
64802,1,0.9483906905944566,True,NMNAT1,nicotinamide nucleotide adenylyltransferase 1
116362,1,0.6435149587852264,False,RBP7,retinol binding protein 7
10277,1,0.9345195029147517,True,UBE4B,ubiquitination factor E4B
23095,1,0.7731797427766536,True,KIF1B,kinesin family member 1B
5226,1,0.7276426968953168,True,PGD,phosphogluconate dehydrogenase
1676,1,0.9727015374571861,True,DFFA,DNA fragmentation factor subunit alpha
5195,1,0.9061192816743421,True,PEX14,peroxisomal biogenesis factor 14
54897,1,0.72256508815304,True,CASZ1,castor zinc finger 1
23435,1,0.9803849276989668,True,TARDBP,TAR DNA binding protein
10747,1,0.9318988118393982,True,MASP2,MBL associated serine protease 2
6723,1,0.8332993667495033,True,SRM,spermidine synthase
5394,1,0.9321427750158668,True,EXOSC10,exosome component 10
105376736,1,0.9509791420379509,True,EXOSC10-AS1,EXOSC10 antisense RNA 1
2475,1,0.9754685004118373,True,MTOR,mechanistic target of rapamycin kinase
100873935,1,0.8703279347271978,True,MTOR-AS1,MTOR antisense RNA 1
29914,1,0.9501914608955612,True,UBIAD1,UbiA prenyltransferase domain containing 1
26232,1,0.6214146171494398,False,FBXO2,F-box protein 2
93611,1,0.8333168092521679,True,FBXO44,F-box protein 44
26270,8,0.9790541711168315,True,FBXO6,F-box protein 6
10459,1,0.8407365656515404,True,MAD2L2,mitotic arrest deficient 2 like 2
57085,1,0.7394079921919904,True,AGTRAP,angiotensin II receptor associated protein
284498,1,0.9158448450226898,True,C1orf167,chromosome 1 open reading frame 167
4524,1,0.945861142169888,True,MTHFR,methylenetetrahydrofolate reductase
1185,1,0.9551738642664375,True,CLCN6,chloride voltage-gated channel 6
100379251,1,0.9113507376598629,True,NPPA-AS1,NPPA antisense RNA 1
4878,1,0.5639286066433931,False,NPPA,natriuretic peptide A
90231,1,0.8795805292898136,True,KIAA2013,KIAA2013
5351,1,0.7839736999880813,True,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
9927,1,0.8669891222350941,True,MFN2,mitofusin 2
60672,1,0.7617011637989526,True,MIIP,migration and invasion inhibitory protein
102466982,18,-0.5410030180702842,False,MIR6729,microRNA 6729
943,1,0.7631566621208447,True,TNFRSF8,TNF receptor superfamily member 8
102465836,1,0.5770405026630578,False,MIR7846,microRNA 7846
7133,1,0.8597833685948186,True,TNFRSF1B,TNF receptor superfamily member 1B
100616438,1,0.6271410228852085,False,MIR4632,microRNA 4632
55187,1,0.9537092171942098,True,VPS13D,vacuolar protein sorting 13 homolog D
677885,1,0.8220548799491425,True,SNORA59A,"small nucleolar RNA, H/ACA box 59A"
9249,1,0.669659609204209,False,DHRS3,dehydrogenase/reductase 3
102466722,1,0.42945116561653224,False,MIR6730,microRNA 6730
7799,1,0.9764685405847673,True,PRDM2,PR/SET domain 2
79180,1,0.8727723512992025,True,EFHD2,EF-hand domain family member D2
842,1,0.8997098042953298,True,CASP9,caspase 9
23341,1,0.9611890661566675,True,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16
79814,1,0.8849756803412131,True,AGMAT,agmatinase
84301,1,0.9431697677987472,True,DDI2,DNA damage inducible 1 homolog 2
6248,1,0.85567631406928,True,RSC1A1,regulator of solute carriers 1
23207,1,0.8676917515743495,True,PLEKHM2,pleckstrin homology and RUN domain containing M2
440567,1,0.6711464921060883,False,UQCRHL,ubiquinol-cytochrome c reductase hinge protein like
729614,1,0.9358469040826471,True,SPEN-AS1,SPEN antisense RNA 1
23013,1,0.9316507682112751,True,SPEN,spen family transcriptional repressor
7709,1,0.9447088398178192,True,ZBTB17,zinc finger and BTB domain containing 17
128272,1,0.8513594770119556,True,ARHGEF19,Rho guanine nucleotide exchange factor 19
79363,1,0.914597297179394,True,CPLANE2,ciliogenesis and planar polarity effector complex subunit 2
54455,1,0.9618800462343094,True,FBXO42,F-box protein 42
26099,1,0.8656213435234763,True,SZRD1,SUZ RNA binding domain containing 1
374955,1,0.8621970166555291,True,SPATA21,spermatogenesis associated 21
55707,1,0.9333517616632666,True,NECAP2,NECAP endocytosis associated 2
107984921,1,0.9160644079833857,True,LINC01772,long intergenic non-protein coding RNA 1772
114819,1,0.9260347267808515,True,CROCCP3,CROCC pseudogene 3
26871,1,0.677976870838101,False,RNU1-1,"RNA, U1 small nuclear 1"
55672,1,0.869985688791062,True,NBPF1,NBPF member 1
105376794,1,0.8413194572580189,True,LOC105376794,
84809,1,0.9058992348742483,True,CROCCP2,CROCC pseudogene 2
26869,1,0.6811182877246309,False,RNU1-3,"RNA, U1 small nuclear 3"
6060,1,0.6881781702097195,False,RNU1-4,"RNA, U1 small nuclear 4"
105376805,1,0.7256739372675296,True,LOC105376805,uncharacterized LOC105376805
26870,1,0.6983253164211857,False,RNU1-2,"RNA, U1 small nuclear 2"
9696,1,0.8659379077324387,True,CROCC,"ciliary rootlet coiled-coil, rootletin"
23400,1,0.9155988362241425,True,ATP13A2,ATPase cation transporting 13A2
6390,1,0.8660226537217254,True,SDHB,succinate dehydrogenase complex iron sulfur subunit B
11240,1,0.5436033504086168,False,PADI2,peptidyl arginine deiminase 2
23569,1,0.555471209394599,False,PADI4,peptidyl arginine deiminase 4
55920,1,0.9609949464401514,True,RCC2,regulator of chromosome condensation 2
55160,1,0.8412502013495166,True,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like
8659,1,0.8783861891982369,True,ALDH4A1,aldehyde dehydrogenase 4 family member A1
126917,1,0.8931395790449328,True,IFFO2,intermediate filament family orphan 2
23352,1,0.9601996085664539,True,UBR4,ubiquitin protein ligase E3 component n-recognin 4
101927895,1,0.9289360032730751,True,EMC1-AS1,EMC1 antisense RNA 1
23065,1,0.9543050703484267,True,EMC1,ER membrane protein complex subunit 1
51154,1,0.8344041020030545,True,MRTO4,"MRT4 homolog, ribosome maturation factor"
8574,1,0.7578240617591161,True,AKR7A2,aldo-keto reductase family 7 member A2
54896,1,0.9279305929181442,True,SLC66A1,solute carrier family 66 member 1
832,1,0.8521952081092656,True,CAPZB,capping actin protein of muscle Z-line subunit beta
440574,1,0.9084296672331923,True,MICOS10,mitochondrial contact site and cristae organizing system subunit 10
100532736,1,0.8382889409733135,True,MICOS10-NBL1,MICOS10-NBL1 readthrough
644068,1,0.7789925352934636,True,RPS14P3,ribosomal protein S14 pseudogene 3
255104,1,0.9629048500067164,True,TMCO4,transmembrane and coiled-coil domains 4
23252,1,0.9183732501673177,True,OTUD3,OTU deubiquitinase 3
79594,1,0.9170887877813741,True,MUL1,mitochondrial E3 ubiquitin protein ligase 1
978,1,0.5554822489741242,False,CDA,cytidine deaminase
65018,1,0.6881848068318391,False,PINK1,PTEN induced kinase 1
102464833,1,0.43409913415397033,False,MIR6084,microRNA 6084
100861548,1,0.8122061950232491,True,PINK1-AS,PINK1 antisense RNA
1650,1,0.9325527571775373,True,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
112268222,1,0.9579496536898899,True,LOC112268222,
50809,1,0.9718830180670366,True,HP1BP3,heterochromatin protein 1 binding protein 3
8672,1,0.6230812508491812,False,EIF4G3,eukaryotic translation initiation factor 4 gamma 3
1889,1,0.758943653085963,True,ECE1,endothelin converting enzyme 1
100506801,1,0.9027823737535103,True,ECE1-AS1,ECE1 antisense RNA 1
84224,1,0.8628113747531082,True,NBPF3,NBPF member 3
249,1,0.5477626699965921,False,ALPL,"alkaline phosphatase, biomineralization associated"
84196,1,0.9665703938673504,True,USP48,ubiquitin specific peptidase 48
29092,1,0.9084625386404902,True,LINC00339,long intergenic non-protein coding RNA 339
112268223,1,0.7401071924458651,True,CDC42-AS1,CDC42 antisense RNA 1
998,1,0.9265350486450995,True,CDC42,cell division cycle 42
9923,1,0.9514147887948669,True,ZBTB40,zinc finger and BTB domain containing 40
712,1,0.4295533760746726,False,C1QA,complement C1q A chain
714,4,0.6049852370023623,False,C1QC,complement C1q C chain
713,5,0.7062955226041685,True,C1QB,complement C1q B chain
100422914,1,0.6044561169523738,False,MIR4253,microRNA 4253
23028,1,0.9333465461761753,True,KDM1A,lysine demethylase 1A
7798,1,0.9063862879501645,True,LUZP1,leucine zipper protein 1
10236,1,0.9420875493619053,True,HNRNPR,heterogeneous nuclear ribonucleoprotein R
80818,1,0.9608115289752304,True,ZNF436,zinc finger protein 436
6920,1,0.7967279119846299,True,TCEA3,transcription elongation factor A3
1870,1,0.7298775392013642,True,E2F2,E2F transcription factor 2
3399,1,0.8015549339231429,True,ID3,inhibitor of DNA binding 3
259283,1,0.7706162855533816,True,MDS2,myelodysplastic syndrome 2 translocation associated
6135,1,0.7469829578916282,True,RPL11,ribosomal protein L11
6924,1,0.9708370500182321,True,ELOA,elongin A
100506963,1,0.9507373523175812,True,ELOA-AS1,ELOA antisense RNA 1
57095,1,0.9230006551048402,True,PITHD1,PITH domain containing 1
105376860,1,0.8799630293183004,True,LOC105376860,uncharacterized LOC105376860
11313,1,0.8683915948443189,True,LYPLA2,lysophospholipase 2
2582,1,0.8853516304214037,True,GALE,UDP-galactose-4-epimerase
3155,1,0.9302341412691626,True,HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase
2517,1,0.8906204409022308,True,FUCA1,alpha-L-fucosidase 1
1269,1,0.8365442400363813,True,CNR2,cannabinoid receptor 2
55629,1,0.9477402688439209,True,PNRC2,proline rich nuclear receptor coactivator 2
10772,1,0.936572917982929,True,SRSF10,serine and arginine rich splicing factor 10
163702,1,0.8562975073358284,True,IFNLR1,interferon lambda receptor 1
57185,1,0.9664863411985288,True,NIPAL3,NIPA like domain containing 3
100750325,1,0.8468610837338616,True,RCAN3AS,RCAN3 antisense RNA
11123,1,0.9330644113079799,True,RCAN3,RCAN family member 3
100506985,1,0.8812900154159483,True,NCMAP-DT,NCMAP divergent transcript
10250,1,0.9769708540538533,True,SRRM1,serine and arginine repetitive matrix 1
25932,1,0.7815517648142528,True,CLIC4,chloride intracellular channel 4
864,1,0.8818772902710426,True,RUNX3,RUNX family transcription factor 3
102465437,1,0.6902058109422639,False,MIR6731,microRNA 6731
25949,1,0.9044877133720144,True,SYF2,SYF2 pre-mRNA splicing factor
57035,1,0.9065064322483833,True,RSRP1,arginine and serine rich protein 1
6007,1,0.5084067901372453,False,RHD,Rh blood group D antigen
23585,1,0.9213368013205829,True,TMEM50A,transmembrane protein 50A
6006,1,0.9347837881417521,True,RHCE,Rh blood group CcEe antigens
55219,1,0.9384468342718766,True,MACO1,macoilin 1
26119,1,0.8014442740019774,True,LDLRAP1,low density lipoprotein receptor adaptor protein 1
57134,1,0.8972434779288097,True,MAN1C1,mannosidase alpha class 1C member 1
57190,1,0.9378287547919475,True,SELENON,selenoprotein N
56181,1,0.9397135333106154,True,MTFR1L,mitochondrial fission regulator 1 like
646471,1,0.9464936629353609,True,LOC646471,uncharacterized LOC646471
79000,1,0.9173114525800483,True,AUNIP,aurora kinase A and ninein interacting protein
164091,1,0.751745201306995,True,PAQR7,progestin and adipoQ receptor family member 7
3925,1,0.8000812706969764,True,STMN1,stathmin 1
100500808,1,0.7217467547339264,True,MIR3917,microRNA 3917
5051,1,0.9328657689736028,True,PAFAH2,platelet activating factor acetylhydrolase 2
51042,1,0.5970895625812068,False,ZNF593,zinc finger protein 593
10256,1,0.8068795875419318,True,CNKSR1,connector enhancer of kinase suppressor of Ras 1
64793,1,0.9613763237471886,True,CEP85,centrosomal protein 85
83442,1,0.7054990047989067,True,SH3BGRL3,SH3 domain binding glutamate rich protein like 3
91544,1,0.8349009479967835,True,UBXN11,UBX domain protein 11
1043,1,0.5709578612591657,False,CD52,CD52 molecule
257101,1,0.404529950018855,False,ZNF683,zinc finger protein 683
79947,1,0.9721459900575014,True,DHDDS,dehydrodolichyl diphosphate synthase subunit
101928324,1,0.8607754298528071,True,DHDDS-AS1,DHDDS antisense RNA 1
3151,1,0.925715516856864,True,HMGN2,high mobility group nucleosomal binding domain 2
6195,1,0.8755322629040887,True,RPS6KA1,ribosomal protein S6 kinase A1
100302190,1,0.642735151564505,False,MIR1976,microRNA 1976
8289,1,0.8960058700882406,True,ARID1A,AT-rich interaction domain 1A
55650,1,0.9318878904415404,True,PIGV,phosphatidylinositol glycan anchor biosynthesis class V
84243,1,0.747153422347267,True,ZDHHC18,zinc finger DHHC-type palmitoyltransferase 18
54707,1,0.9754112295044671,True,GPN2,GPN-loop GTPase 2
63906,1,0.9219108657698053,True,GPATCH3,G-patch domain containing 3
10726,1,0.8769401846561898,True,NUDC,"nuclear distribution C, dynein complex regulator"
6548,1,0.8767078066115176,True,SLC9A1,solute carrier family 9 member A1
23038,1,0.8830519836184723,True,WDTC1,WD and tetratricopeptide repeats 1
84065,1,0.8775997900537201,True,TMEM222,transmembrane protein 222
84958,1,0.7794958020516574,True,SYTL1,synaptotagmin like 1
9064,1,0.7095054853935706,True,MAP3K6,mitogen-activated protein kinase kinase kinase 6
10163,1,0.9371267457766428,True,WASF2,WASP family member 2
27245,1,0.8972984905502719,True,AHDC1,AT-hook DNA binding motif containing 1
2268,1,0.803110099599762,True,FGR,"FGR proto-oncogene, Src family tyrosine kinase"
2537,2,-0.8978704790308688,True,IFI6,interferon alpha inducible protein 6
199870,1,0.9548508594332505,True,FAM76A,family with sequence similarity 76 member A
23673,1,0.8822172482708874,True,STX12,syntaxin 12
5511,1,0.9789251521600811,True,PPP1R8,protein phosphatase 1 regulatory subunit 8
9473,1,0.7459595227281167,True,THEMIS2,thymocyte selection associated family member 2
6118,1,0.9086079246331578,True,RPA2,replication protein A2
55113,1,0.5685456843242074,False,XKR8,XK related 8
2140,1,0.9097046699291026,True,EYA3,EYA transcriptional coactivator and phosphatase 3
5724,1,0.6981188031860321,False,PTAFR,platelet activating factor receptor
22826,1,0.9554396254333806,True,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8
93974,1,0.8849193510469415,True,ATP5IF1,ATP synthase inhibitory factor subunit 1
83667,1,0.858573987539447,True,SESN2,sestrin 2
54797,1,0.901292686260608,True,MED18,mediator complex subunit 18
65979,1,0.9528808879563786,True,PHACTR4,phosphatase and actin regulator 4
1104,1,0.894249073142143,True,RCC1,regulator of chromosome condensation 1
8420,1,0.9107977151695631,True,SNHG3,small nucleolar RNA host gene 3
6080,1,0.7800967263115519,True,SNORA73A,"small nucleolar RNA, H/ACA box 73A"
26768,1,0.7068513054408815,True,SNORA73B,"small nucleolar RNA, H/ACA box 73B"
54952,1,0.941471348488599,True,TRNAU1AP,tRNA selenocysteine 1 associated protein 1
85028,1,0.874520443303918,True,SNHG12,small nucleolar RNA host gene 12
692212,1,0.5959347882158438,False,SNORD99,"small nucleolar RNA, C/D box 99"
677838,1,0.8125576900504378,True,SNORA61,"small nucleolar RNA, H/ACA box 61"
677825,1,0.8712328860963973,True,SNORA44,"small nucleolar RNA, H/ACA box 44"
692073,1,0.8303172672416114,True,SNORA16A,"small nucleolar RNA, H/ACA box 16A"
6883,1,0.8827651221869298,True,TAF12,TATA-box binding protein associated factor 12
10691,1,0.9550323101356629,True,GMEB1,glucocorticoid modulatory element binding protein 1
51441,1,0.9685231744866125,True,YTHDF2,YTH N6-methyladenosine RNA binding protein 2
2035,1,0.92082625080709,True,EPB41,erythrocyte membrane protein band 4.1
399474,1,0.844885569745159,True,TMEM200B,transmembrane protein 200B
6429,1,0.9370366795024379,True,SRSF4,serine and arginine rich splicing factor 4
51102,1,0.8656217024393882,True,MECR,mitochondrial trans-2-enoyl-CoA reductase
100129196,1,0.8824214049955822,True,MATN1-AS1,MATN1 antisense RNA 1
7805,1,0.8779280431654745,True,LAPTM5,lysosomal protein transmembrane 5
100616164,1,0.7681169741940002,True,MIR4420,microRNA 4420
9672,1,0.4652510738512225,False,SDC3,syndecan 3
9698,1,0.9412175792627171,True,PUM1,pumilio RNA binding family member 1
692234,1,0.8028133426741881,True,SNORD103A,"small nucleolar RNA, C/D box 103A"
692235,1,0.8237101246602349,True,SNORD103B,"small nucleolar RNA, C/D box 103B"
9410,1,0.9230860731863729,True,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40
51538,1,0.9030464698318817,True,ZCCHC17,zinc finger CCHC-type containing 17
347735,1,0.4461335444113157,False,SERINC2,serine incorporator 2
3061,1,0.8211007886785986,True,HCRTR1,hypocretin receptor 1
553115,1,0.9137266444558684,True,PEF1,penta-EF-hand domain containing 1
107985471,1,0.70144228950822,True,PEF1-AS1,PEF1 and COL16A1 antisense RNA 1
8073,1,0.979569018433723,True,PTP4A2,protein tyrosine phosphatase 4A2
10657,1,0.976468404576918,True,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1"
55116,1,0.9385195254041196,True,TMEM39B,transmembrane protein 39B
23633,1,0.9772104307165298,True,KPNA6,karyopherin subunit alpha 6
200081,1,0.9770254534713775,True,TXLNA,taxilin alpha
79140,1,0.8092444744042907,True,CCDC28B,coiled-coil domain containing 28B
56063,1,0.9063868820107356,True,TMEM234,transmembrane protein 234
55721,1,0.8652190283778435,True,IQCC,IQ motif containing C
8668,1,0.8747375756615678,True,EIF3I,eukaryotic translation initiation factor 3 subunit I
3932,1,0.8096399270298152,True,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
3065,1,0.9526901513462069,True,HDAC1,histone deacetylase 1
65108,1,0.7782738971976538,True,MARCKSL1,MARCKS like 1
81629,1,0.9227756225191958,True,TSSK3,testis specific serine kinase 3
100128071,1,0.7021065941114034,True,FAM229A,family with sequence similarity 229 member A
55108,1,0.9794581742212686,True,BSDC1,BSD domain containing 1
339487,1,0.9096573434214491,True,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand
5928,1,0.9775405397575995,True,RBBP4,"RB binding protein 4, chromatin remodeling factor"
81493,1,0.9345983532456631,True,SYNC,"syncoilin, intermediate filament protein"
8565,1,0.9226620565654571,True,YARS1,tyrosyl-tRNA synthetase 1
64766,1,0.9642744812220034,True,S100PBP,S100P binding protein
127544,1,0.6417877032449176,False,RNF19B,ring finger protein 19B
204,1,0.9835129857297377,True,AK2,adenylate kinase 2
55223,1,0.9690767708570641,True,TRIM62,tripartite motif containing 62
149076,1,0.8946327915507704,True,ZNF362,zinc finger protein 362
1912,1,0.6232958971807339,False,PHC2,polyhomeotic homolog 2
100500853,1,0.6762959230851949,False,MIR3605,microRNA 3605
113444,1,0.9627905390023108,True,SMIM12,small integral membrane protein 12
653160,1,0.9051847245451256,True,GPR199P,"G protein-coupled receptor 199, pseudogene"
100506144,1,0.8841127508526085,True,TMEM35B,transmembrane protein 35B
9204,1,0.9373630195577864,True,ZMYM6,zinc finger MYM-type containing 6
6421,1,0.9818386033766581,True,SFPQ,splicing factor proline and glutamine rich
9202,1,0.9440422425858893,True,ZMYM4,zinc finger MYM-type containing 4
100861513,1,0.8018001662072962,True,ZMYM4-AS1,ZMYM4 antisense RNA 1
79932,1,0.918730385218459,True,KIAA0319L,KIAA0319 like
23154,1,0.9325511655613118,True,NCDN,neurochondrin
339488,1,0.9178762994223654,True,TFAP2E,transcription factor AP-2 epsilon
105378645,1,0.8682131528979139,True,TFAP2E-AS1,TFAP2E antisense RNA 1
5690,1,0.8568548846346403,True,PSMB2,proteasome 20S subunit beta 2
127703,1,0.8969097586291378,True,C1orf216,chromosome 1 open reading frame 216
192670,1,0.883605196926208,True,AGO4,argonaute RISC component 4
